순번,순위,순위증감,신규진입,영화코드,영화명,개봉일,당일매출액,매출비율,매출증감,매출변화율,누적매출액,당일관객수,관객증감,관객변화율,누적관객수,상영관수,상영횟수,날짜,년월
3,3,0,OLD,20225061,아바타: 물의 길,2022-12-14,201259404,9.8,59192315,41.7,135293925357,14735,4209,40.0,10616518,635,1136,20230210,2023-02
4,4,0,OLD,20190808,교섭,2023-01-18,85340249,4.1,13782498,19.3,16934895577,8707,1155,15.3,1668444,627,1257,20230210,2023-02
5,5,1,OLD,20227374,바빌론,2023-02-01,77234649,3.8,23377146,43.4,1345391526,7813,2186,38.8,135365,497,909,20230210,2023-02
6,6,1,OLD,20196478,영웅,2022-12-21,72723333,3.5,21834789,42.9,31335422069,7480,2179,41.1,3172964,554,880,20230210,2023-02
7,7,-2,OLD,20229551,상견니,2023-01-25,61859752,3.0,915804,1.5,2720936530,6010,-199,-3.2,276151,392,672,20230210,2023-02
8,8,0,OLD,20223565,다음 소희,2023-02-08,49966876,2.4,6646003,15.3,177642566,5249,329,6.7,19491,524,1019,20230210,2023-02
9,9,1,OLD,20214823,유령,2023-01-18,47902777,2.3,12818495,36.5,6487934008,4733,1115,30.8,637292,393,596,20230210,2023-02
10,10,2,OLD,20229305,네가 떨어뜨린 푸른 하늘,2023-02-08,34901375,1.7,12038096,52.7,92533224,3597,1241,52.7,9528,447,715,20230210,2023-02
1,1,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,1419436383,34.6,755418652,113.8,28160022169,134997,70097,108.0,2731732,1058,3793,20230211,2023-02
2,2,0,OLD,19980074,타이타닉,1998-02-20,908895660,22.2,437412480,92.8,7310118240,59651,29101,95.3,590469,447,1312,20230211,2023-02
3,3,0,OLD,20225061,아바타: 물의 길,2022-12-14,439667202,10.7,238407798,118.5,135733592559,32243,17508,118.8,10648761,678,1283,20230211,2023-02
4,4,0,OLD,20190808,교섭,2023-01-18,156504792,3.8,71164543,83.4,17091400369,15291,6584,75.6,1683735,689,1361,20230211,2023-02
5,5,1,OLD,20196478,영웅,2022-12-21,143584737,3.5,70861404,97.4,31479006806,13872,6392,85.5,3186836,580,955,20230211,2023-02
6,6,-1,OLD,20227374,바빌론,2023-02-01,142345108,3.5,65110459,84.3,1487736634,13848,6035,77.2,149213,500,953,20230211,2023-02
7,7,1,OLD,20223565,다음 소희,2023-02-08,110108407,2.7,60141531,120.4,287750973,10956,5707,108.7,30447,562,1021,20230211,2023-02
8,8,-1,OLD,20229551,상견니,2023-01-25,105057641,2.6,43197889,69.8,2825994171,9992,3982,66.3,286143,413,720,20230211,2023-02
9,9,4,OLD,20224109,장화신은 고양이: 끝내주는 모험,2023-01-04,85655939,2.1,62615753,271.8,7714081773,8829,6342,255.0,814268,349,442,20230211,2023-02
10,10,-1,OLD,20214823,유령,2023-01-18,83026363,2.0,35123586,73.3,6570960371,7926,3193,67.5,645218,425,612,20230211,2023-02
1,1,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,1306080761,33.7,-113355622,-8.0,29466102930,125223,-9774,-7.2,2856955,1054,3715,20230212,2023-02
2,2,0,OLD,19980074,타이타닉,1998-02-20,935261660,24.1,26366000,2.9,8245379900,62791,3140,5.3,653260,445,1315,20230212,2023-02
3,3,0,OLD,20225061,아바타: 물의 길,2022-12-14,421957280,10.9,-17709922,-4.0,136155549839,30749,-1494,-4.6,10679510,656,1225,20230212,2023-02
4,4,0,OLD,20190808,교섭,2023-01-18,145186414,3.7,-11318378,-7.2,17236586783,14129,-1162,-7.6,1697864,681,1307,20230212,2023-02
5,5,0,OLD,20196478,영웅,2022-12-21,131007106,3.4,-12577631,-8.8,31610013912,12697,-1175,-8.5,3199533,556,899,20230212,2023-02
6,6,0,OLD,20227374,바빌론,2023-02-01,127369496,3.3,-14975612,-10.5,1615106130,12408,-1440,-10.4,161621,497,930,20230212,2023-02
7,7,0,OLD,20223565,다음 소희,2023-02-08,88517479,2.3,-21590928,-19.6,376268452,8972,-1984,-18.1,39419,561,981,20230212,2023-02
8,8,1,OLD,20224109,장화신은 고양이: 끝내주는 모험,2023-01-04,87587798,2.3,1931859,2.3,7801669571,8945,116,1.3,823213,348,438,20230212,2023-02
9,9,-1,OLD,20229551,상견니,2023-01-25,92671906,2.4,-12385735,-11.8,2918666077,8712,-1280,-12.8,294855,404,670,20230212,2023-02
10,10,0,OLD,20214823,유령,2023-01-18,83099969,2.1,73606,0.1,6654060340,7876,-50,-0.6,653094,415,595,20230212,2023-02
1,1,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,439306828,31.3,-866773933,-66.4,29905409758,44124,-81099,-64.8,2901079,963,3238,20230213,2023-02
2,2,0,OLD,19980074,타이타닉,1998-02-20,361746980,25.8,-573514680,-61.3,8607126880,25136,-37655,-60.0,678396,423,1204,20230213,2023-02
3,3,0,OLD,20225061,아바타: 물의 길,2022-12-14,132553967,9.5,-289403313,-68.6,136288103806,10138,-20611,-67.0,10689648,617,1046,20230213,2023-02
4,4,0,OLD,20190808,교섭,2023-01-18,51395677,3.7,-93790737,-64.6,17287982460,5334,-8795,-62.2,1703198,537,974,20230213,2023-02
5,5,0,OLD,20196478,영웅,2022-12-21,49734376,3.5,-81272730,-62.0,31659748288,5243,-7454,-58.7,3204776,512,811,20230213,2023-02
6,6,0,NEW,20193706,카운트,2023-02-22,42431000,3.0,42431000,100.0,42431000,4699,4699,100.0,4699,15,20,20230213,2023-02
7,7,-1,OLD,20227374,바빌론,2023-02-01,45095353,3.2,-82274143,-64.6,1660201483,4607,-7801,-62.9,166228,438,745,20230213,2023-02
8,8,1,OLD,20229551,상견니,2023-01-25,43835260,3.1,-48836646,-52.7,2962501337,4331,-4381,-50.3,299186,372,625,20230213,2023-02
9,9,-2,OLD,20223565,다음 소희,2023-02-08,38420705,2.7,-50096774,-56.6,414689157,4052,-4920,-54.8,43471,495,862,20230213,2023-02
10,10,2,OLD,20229305,네가 떨어뜨린 푸른 하늘,2023-02-08,24405782,1.7,-29123095,-54.4,225530942,2606,-2691,-50.8,22916,417,601,20230213,2023-02
1,1,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,438460424,26.4,-846404,-0.2,30343870182,43985,-139,-0.3,2945064,979,3317,20230214,2023-02
2,2,0,OLD,19980074,타이타닉,1998-02-20,440263650,26.5,78516670,21.7,9047390530,30434,5298,21.1,708830,428,1222,20230214,2023-02
3,3,0,OLD,20225061,아바타: 물의 길,2022-12-14,154130857,9.3,21576890,16.3,136442234663,11444,1306,12.9,10701092,609,1039,20230214,2023-02
4,4,4,OLD,20229551,상견니,2023-01-25,99206661,6.0,55371401,126.3,3061707998,10373,6042,139.5,309559,409,692,20230214,2023-02
5,5,0,OLD,20196478,영웅,2022-12-21,57003720,3.4,7269344,14.6,31716752008,6074,831,15.8,3210850,515,808,20230214,2023-02
6,6,-2,OLD,20190808,교섭,2023-01-18,55944380,3.4,4548703,8.9,17343926840,5876,542,10.2,1709074,574,1036,20230214,2023-02
7,7,0,OLD,20227374,바빌론,2023-02-01,49157842,3.0,4062489,9.0,1709359325,4981,374,8.1,171209,456,774,20230214,2023-02
8,8,1,OLD,20223565,다음 소희,2023-02-08,46007965,2.8,7587260,19.7,460697122,4966,914,22.6,48437,506,890,20230214,2023-02
9,9,-3,OLD,20193706,카운트,2023-02-22,31473000,1.9,-10958000,-25.8,73904000,3497,-1202,-25.6,8196,18,18,20230214,2023-02
10,10,0,OLD,20229305,네가 떨어뜨린 푸른 하늘,2023-02-08,32776073,2.0,8370291,34.3,258307015,3459,853,32.7,26375,439,642,20230214,2023-02
1,1,21,OLD,20230209,앤트맨과 와스프: 퀀텀매니아,2023-02-15,1810110848,66.6,1799502848,16963.6,1820718848,174877,174253,27925.2,175501,2090,9114,20230215,2023-02
2,2,-1,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,336809825,12.4,-101650599,-23.2,30680680007,33924,-10061,-22.9,2978988,750,2570,20230215,2023-02
3,3,-1,OLD,19980074,타이타닉,1998-02-20,209212120,7.7,-231051530,-52.5,9256602650,15824,-14610,-48.0,724654,314,717,20230215,2023-02
4,4,16,OLD,20228966,어메이징 모리스,2023-02-15,52717814,1.9,44212814,519.8,85540814,6292,5347,565.8,9885,461,520,20230215,2023-02
5,5,0,NEW,20210684,두다다쿵: 후후섬의 비밀,2023-02-15,37836513,1.4,37836513,100.0,43119513,4575,4575,100.0,5162,382,426,20230215,2023-02
6,6,-3,OLD,20225061,아바타: 물의 길,2022-12-14,48258182,1.8,-105872675,-68.7,136490492845,4464,-6980,-61.0,10705556,355,444,20230215,2023-02
7,7,-2,OLD,20196478,영웅,2022-12-21,29618980,1.1,-27384740,-48.0,31746370988,3188,-2886,-47.5,3214038,257,326,20230215,2023-02
8,8,-4,OLD,20229551,상견니,2023-01-25,31827090,1.2,-67379571,-67.9,3093535088,3180,-7193,-69.3,312739,218,291,20230215,2023-02
9,9,-2,OLD,20227374,바빌론,2023-02-01,19976802,0.7,-29181040,-59.4,1729336127,2011,-2970,-59.6,173220,209,273,20230215,2023-02
10,10,-2,OLD,20223565,다음 소희,2023-02-08,14777684,0.5,-31230281,-67.9,475474806,1619,-3347,-67.4,50056,185,216,20230215,2023-02
1,1,0,OLD,20230209,앤트맨과 와스프: 퀀텀매니아,2023-02-15,1017492797,53.2,-792618051,-43.8,2838211645,97216,-77661,-44.4,272717,2022,8738,20230216,2023-02
2,2,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,331596816,17.3,-5213009,-1.5,31012276823,33286,-638,-1.9,3012274,775,2643,20230216,2023-02
3,3,0,OLD,19980074,타이타닉,1998-02-20,206387300,10.8,-2824820,-1.4,9462989950,15625,-199,-1.3,740279,318,763,20230216,2023-02
4,4,0,OLD,20228966,어메이징 모리스,2023-02-15,46361562,2.4,-6356252,-12.1,131902376,5549,-743,-11.8,15434,438,509,20230216,2023-02
5,5,1,OLD,20225061,아바타: 물의 길,2022-12-14,50435609,2.6,2177427,4.5,136540928454,4650,186,4.2,10710206,360,451,20230216,2023-02
6,6,-1,OLD,20210684,두다다쿵: 후후섬의 비밀,2023-02-15,29821456,1.6,-8015057,-21.2,72940969,3667,-908,-19.8,8829,363,411,20230216,2023-02
7,7,5,OLD,20239573,서치 2,2023-02-22,26919000,1.4,14108000,110.1,76788572,2991,1572,110.8,8287,15,15,20230216,2023-02
8,8,0,OLD,20229551,상견니,2023-01-25,27034194,1.4,-4792896,-15.1,3120569282,2660,-520,-16.4,315399,204,288,20230216,2023-02
9,9,-2,OLD,20196478,영웅,2022-12-21,22996293,1.2,-6622687,-22.4,31769367281,2386,-802,-25.2,3216424,251,320,20230216,2023-02
10,10,-1,OLD,20227374,바빌론,2023-02-01,19256785,1.0,-720017,-3.6,1748592912,1937,-74,-3.7,175157,202,264,20230216,2023-02
1,1,0,OLD,20230209,앤트맨과 와스프: 퀀텀매니아,2023-02-15,1276478508,52.7,258985711,25.5,4114690153,116910,19694,20.3,389627,2016,8711,20230217,2023-02
2,2,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,469747589,19.4,138150773,41.7,31482024412,45143,11857,35.6,3057417,860,2953,20230217,2023-02
3,3,0,OLD,19980074,타이타닉,1998-02-20,267948340,11.1,61561040,29.8,9730938290,19110,3485,22.3,759389,334,834,20230217,2023-02
4,4,0,OLD,20228966,어메이징 모리스,2023-02-15,52323687,2.2,5962125,12.9,184226063,6060,511,9.2,21494,454,527,20230217,2023-02
5,5,0,OLD,20225061,아바타: 물의 길,2022-12-14,65978174,2.7,15542565,30.8,136606906628,5782,1132,24.3,10715988,378,483,20230217,2023-02
6,6,0,OLD,20210684,두다다쿵: 후후섬의 비밀,2023-02-15,34153089,1.4,4331633,14.5,107094058,3917,250,6.8,12746,361,420,20230217,2023-02
7,7,2,OLD,20196478,영웅,2022-12-21,28966581,1.2,5970288,26.0,31798333862,2857,471,19.7,3219281,270,348,20230217,2023-02
8,8,2,OLD,20227374,바빌론,2023-02-01,30377295,1.3,11120510,57.7,1778970207,2855,918,47.4,178012,204,274,20230217,2023-02
9,9,-1,OLD,20229551,상견니,2023-01-25,30452686,1.3,3418492,12.6,3151021968,2829,169,6.4,318228,220,308,20230217,2023-02
10,10,1,OLD,20223565,다음 소희,2023-02-08,22507988,0.9,4545276,25.3,515945506,2247,323,16.8,54227,178,209,20230217,2023-02
1,1,0,OLD,20230209,앤트맨과 와스프: 퀀텀매니아,2023-02-15,2809786827,49.6,1533308319,120.1,6924476980,259172,142262,121.7,648799,1968,8993,20230218,2023-02
2,2,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,1415120490,25.0,945372901,201.3,32897144902,134685,89542,198.4,3192102,976,3341,20230218,2023-02
3,3,0,OLD,19980074,타이타닉,1998-02-20,551107120,9.7,283158780,105.7,10282045410,39079,19969,104.5,798468,361,979,20230218,2023-02
4,4,2,OLD,20210684,두다다쿵: 후후섬의 비밀,2023-02-15,147312661,2.6,113159572,331.3,254406719,15681,11764,300.3,28427,497,652,20230218,2023-02
5,5,-1,OLD,20228966,어메이징 모리스,2023-02-15,140994079,2.5,88670392,169.5,325220142,15278,9218,152.1,36772,549,733,20230218,2023-02
6,6,-1,OLD,20225061,아바타: 물의 길,2022-12-14,152311791,2.7,86333617,130.9,136759218419,13115,7333,126.8,10729103,391,511,20230218,2023-02
7,7,0,OLD,20196478,영웅,2022-12-21,62639158,1.1,33672577,116.2,31860973020,6087,3230,113.1,3225368,283,372,20230218,2023-02
8,8,2,OLD,20223565,다음 소희,2023-02-08,61571064,1.1,39063076,173.6,577516570,5966,3719,165.5,60193,187,227,20230218,2023-02
9,9,0,OLD,20229551,상견니,2023-01-25,59196782,1.0,28744096,94.4,3210218750,5516,2687,95.0,323744,218,306,20230218,2023-02
10,10,-2,OLD,20227374,바빌론,2023-02-01,54396224,1.0,24018929,79.1,1833366431,5050,2195,76.9,183062,195,258,20230218,2023-02
1,1,0,OLD,20230209,앤트맨과 와스프: 퀀텀매니아,2023-02-15,2305905326,49.6,-503881501,-17.9,9230382306,214146,-45026,-17.4,862945,1956,8585,20230219,2023-02
2,2,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,943392933,20.3,-471727557,-33.3,33840537835,90164,-44521,-33.1,3282266,955,3244,20230219,2023-02
3,3,0,OLD,19980074,타이타닉,1998-02-20,566932240,12.2,15825120,2.9,10848977650,40762,1683,4.3,839230,361,975,20230219,2023-02
4,4,0,OLD,20210684,두다다쿵: 후후섬의 비밀,2023-02-15,160804780,3.5,13492119,9.2,415211499,17167,1486,9.5,45594,514,668,20230219,2023-02
5,5,0,OLD,20228966,어메이징 모리스,2023-02-15,139522522,3.0,-1471557,-1.0,464742664,14653,-625,-4.1,51425,559,747,20230219,2023-02
6,6,0,OLD,20225061,아바타: 물의 길,2022-12-14,145158986,3.1,-7152805,-4.7,136904377405,12583,-532,-4.1,10741686,392,507,20230219,2023-02
7,7,1,OLD,20223565,다음 소희,2023-02-08,61661981,1.3,90917,0.1,639178551,6042,76,1.3,66235,187,226,20230219,2023-02
8,8,-1,OLD,20196478,영웅,2022-12-21,54608761,1.2,-8030397,-12.8,31915581781,5205,-882,-14.5,3230573,269,354,20230219,2023-02
9,9,0,OLD,20229551,상견니,2023-01-25,46635780,1.0,-12561002,-21.2,3256854530,4291,-1225,-22.2,328035,226,306,20230219,2023-02
10,10,0,OLD,20227374,바빌론,2023-02-01,43179173,0.9,-11217051,-20.6,1876545604,4060,-990,-19.6,187122,192,252,20230219,2023-02
1,1,0,OLD,20230209,앤트맨과 와스프: 퀀텀매니아,2023-02-15,637123428,42.2,-1668781898,-72.4,9867505734,60923,-153223,-71.6,923868,1761,7171,20230220,2023-02
2,2,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,336130348,22.3,-607262585,-64.4,34176668183,33768,-56396,-62.5,3316034,885,3080,20230220,2023-02
3,3,0,OLD,19980074,타이타닉,1998-02-20,239696660,15.9,-327235580,-57.7,11088674310,18171,-22591,-55.4,857401,347,977,20230220,2023-02
4,4,2,OLD,20225061,아바타: 물의 길,2022-12-14,46581126,3.1,-98577860,-67.9,136950958531,4231,-8352,-66.4,10745917,358,472,20230220,2023-02
5,5,0,OLD,20228966,어메이징 모리스,2023-02-15,34470226,2.3,-105052296,-75.3,499212890,4010,-10643,-72.6,55435,411,495,20230220,2023-02
6,6,-2,OLD,20210684,두다다쿵: 후후섬의 비밀,2023-02-15,24859606,1.6,-135945174,-84.5,440071105,2873,-14294,-83.3,48467,359,417,20230220,2023-02
7,7,0,OLD,20223565,다음 소희,2023-02-08,27805981,1.8,-33856000,-54.9,666984532,2831,-3211,-53.1,69066,174,223,20230220,2023-02
8,8,0,OLD,20196478,영웅,2022-12-21,24806970,1.6,-29801791,-54.6,31940388751,2562,-2643,-50.8,3233135,279,349,20230220,2023-02
9,9,0,OLD,20229551,상견니,2023-01-25,24230491,1.6,-22405289,-48.0,3281085021,2329,-1962,-45.7,330364,216,313,20230220,2023-02
10,10,0,OLD,20227374,바빌론,2023-02-01,20454177,1.4,-22724996,-52.6,1896999781,1997,-2063,-50.8,189119,188,249,20230220,2023-02
1,1,0,OLD,20230209,앤트맨과 와스프: 퀀텀매니아,2023-02-15,534386630,34.9,-102736798,-16.1,10401892364,51765,-9158,-15.0,975633,1765,6899,20230221,2023-02
2,2,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,310654525,20.3,-25475823,-7.6,34487322708,31201,-2567,-7.6,3347235,903,3088,20230221,2023-02
3,3,0,OLD,19980074,타이타닉,1998-02-20,348092920,22.8,108396260,45.2,11436767230,26446,8275,45.5,883847,345,999,20230221,2023-02
4,4,1,OLD,20228966,어메이징 모리스,2023-02-15,44094440,2.9,9624214,27.9,543307330,5279,1269,31.6,60714,434,522,20230221,2023-02
5,5,-1,OLD,20225061,아바타: 물의 길,2022-12-14,49045636,3.2,2464510,5.3,137000004167,4551,320,7.6,10750468,378,492,20230221,2023-02
6,6,0,OLD,20210684,두다다쿵: 후후섬의 비밀,2023-02-15,31114609,2.0,6255003,25.2,471185714,3596,723,25.2,52063,391,452,20230221,2023-02
7,7,0,OLD,20223565,다음 소희,2023-02-08,25622351,1.7,-2183630,-7.9,692606883,2740,-91,-3.2,71806,187,233,20230221,2023-02
8,8,0,OLD,20196478,영웅,2022-12-21,24643378,1.6,-163592,-0.7,31965032129,2577,15,0.6,3235712,284,356,20230221,2023-02
9,9,0,OLD,20229551,상견니,2023-01-25,25685379,1.7,1454888,6.0,3306770400,2526,197,8.5,332890,224,320,20230221,2023-02
10,10,0,OLD,20227374,바빌론,2023-02-01,21631487,1.4,1177310,5.8,1918631268,2120,123,6.2,191239,189,244,20230221,2023-02
1,1,0,OLD,20230209,앤트맨과 와스프: 퀀텀매니아,2023-02-15,494024138,26.4,-40362492,-7.6,10895916502,56156,4391,8.5,1031789,1165,4382,20230222,2023-02
2,2,9,OLD,20193706,카운트,2023-02-22,307037134,16.4,288839134,1587.2,426816134,38060,36038,1782.3,51134,946,3533,20230222,2023-02
3,3,-1,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,300115571,16.0,-10538954,-3.4,34787438279,36554,5353,17.2,3383789,713,2254,20230222,2023-02
4,4,24,OLD,20239573,서치 2,2023-02-22,292775829,15.7,291185829,18313.6,371154401,36192,36033,22662.3,44638,868,3254,20230222,2023-02
5,5,0,NEW,20202026,마루이 비디오,2023-02-22,176092600,9.4,176092600,100.0,191023600,21128,21128,100.0,23261,207,643,20230222,2023-02
6,6,-2,OLD,20228966,어메이징 모리스,2023-02-15,36558792,2.0,-7535648,-17.1,579866122,4304,-975,-18.5,65018,278,318,20230222,2023-02
7,7,0,OLD,20223565,다음 소희,2023-02-08,29664695,1.6,4042344,15.8,722271578,4073,1333,48.6,75879,104,127,20230222,2023-02
8,8,35,OLD,20230007,TAR 타르,2023-02-22,31080186,1.7,30719186,8509.5,67819686,3960,3906,7233.3,6732,197,322,20230222,2023-02
9,9,-3,OLD,20210684,두다다쿵: 후후섬의 비밀,2023-02-15,29352611,1.6,-1761998,-5.7,500538325,3509,-87,-2.4,55572,244,281,20230222,2023-02
10,10,-5,OLD,20225061,아바타: 물의 길,2022-12-14,31289792,1.7,-17755844,-36.2,137031293959,3095,-1456,-32.0,10753563,221,273,20230222,2023-02
1,1,0,OLD,20230209,앤트맨과 와스프: 퀀텀매니아,2023-02-15,382775809,25.0,-111248329,-22.5,11278692311,36761,-19395,-34.5,1068550,1131,4149,20230223,2023-02
2,2,0,OLD,20193706,카운트,2023-02-22,241712363,15.8,-65324771,-21.3,668528497,25890,-12170,-32.0,77024,939,3350,20230223,2023-02
3,3,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,254018532,16.6,-46097039,-15.4,35041456811,25372,-11182,-30.6,3409161,704,2238,20230223,2023-02
4,4,0,OLD,20239573,서치 2,2023-02-22,220888492,14.4,-71887337,-24.6,592042893,22757,-13435,-37.1,67395,860,3088,20230223,2023-02
5,5,0,OLD,20202026,마루이 비디오,2023-02-22,149575800,9.8,-26516800,-15.1,340599400,15214,-5914,-28.0,38475,217,672,20230223,2023-02
6,6,74,OLD,20239913,바다 탐험대 옥토넛 육지수호 대작전 : 열대우림을 지켜라!,2023-02-23,42247200,2.8,42205200,100488.6,43729200,4900,4894,81566.7,5066,201,306,20230223,2023-02
7,7,2,OLD,20210684,두다다쿵: 후후섬의 비밀,2023-02-15,30922628,2.0,1570017,5.3,531460953,3512,3,0.1,59084,227,254,20230223,2023-02
8,8,-2,OLD,20228966,어메이징 모리스,2023-02-15,26776810,1.7,-9781982,-26.8,606642932,3170,-1134,-26.3,68188,251,271,20230223,2023-02
9,9,1,OLD,20225061,아바타: 물의 길,2022-12-14,29016778,1.9,-2273014,-7.3,137060310737,2670,-425,-13.7,10756233,217,268,20230223,2023-02
10,10,1,OLD,20228648,미녀와 야수: 마법에 걸린 왕자,2023-02-22,15871800,1.0,-268300,-1.7,33509900,1940,-152,-7.3,4246,155,169,20230223,2023-02
1,1,0,OLD,20230209,앤트맨과 와스프: 퀀텀매니아,2023-02-15,517920227,26.7,135144418,35.3,11796612538,48361,11600,31.6,1116911,1134,4292,20230224,2023-02
2,2,1,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,352474132,18.1,98455600,38.8,35393930943,33783,8411,33.2,3442944,787,2491,20230224,2023-02
3,3,-1,OLD,20193706,카운트,2023-02-22,290407244,14.9,48694881,20.1,958935741,29270,3380,13.1,106294,926,3393,20230224,2023-02
4,4,0,OLD,20239573,서치 2,2023-02-22,278398725,14.3,57510233,26.0,870441618,27320,4563,20.1,94715,861,3167,20230224,2023-02
5,5,0,OLD,20202026,마루이 비디오,2023-02-22,160984700,8.3,11408900,7.6,501584100,15339,125,0.8,53814,243,745,20230224,2023-02
6,6,1,OLD,20210684,두다다쿵: 후후섬의 비밀,2023-02-15,43948777,2.3,13026149,42.1,575409730,4766,1254,35.7,63850,247,288,20230224,2023-02
7,7,-1,OLD,20239913,바다 탐험대 옥토넛 육지수호 대작전 : 열대우림을 지켜라!,2023-02-23,42437300,2.2,190100,0.4,86166500,4733,-167,-3.4,9799,226,342,20230224,2023-02
8,8,0,OLD,20228966,어메이징 모리스,2023-02-15,33072489,1.7,6295679,23.5,639715421,3696,526,16.6,71884,272,297,20230224,2023-02
9,9,0,OLD,20225061,아바타: 물의 길,2022-12-14,37294569,1.9,8277791,28.5,137097605306,3232,562,21.0,10759465,223,283,20230224,2023-02
10,10,0,OLD,20228648,미녀와 야수: 마법에 걸린 왕자,2023-02-22,19846600,1.0,3974800,25.0,53356500,2263,323,16.6,6509,173,202,20230224,2023-02
1,1,0,OLD,20230209,앤트맨과 와스프: 퀀텀매니아,2023-02-15,1165477079,28.9,647556852,125.0,12962089617,107559,59198,122.4,1224470,1125,4501,20230225,2023-02
2,2,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,744432804,18.5,391958672,111.2,36138363747,70720,36937,109.3,3513664,887,2840,20230225,2023-02
3,3,0,OLD,20193706,카운트,2023-02-22,614120548,15.2,323713304,111.5,1573056289,61072,31802,108.7,167366,927,3553,20230225,2023-02
4,4,0,OLD,20239573,서치 2,2023-02-22,556834985,13.8,278436260,100.0,1427276603,54199,26879,98.4,148914,866,3370,20230225,2023-02
5,5,0,OLD,20202026,마루이 비디오,2023-02-22,248645600,6.2,87660900,54.5,750229700,22940,7601,49.6,76754,276,800,20230225,2023-02
6,6,8,OLD,20226270,스즈메의 문단속,2023-03-08,135518360,3.4,111707360,469.1,159329360,8867,7562,579.5,10172,42,42,20230225,2023-02
7,7,1,OLD,20228966,어메이징 모리스,2023-02-15,63272354,1.6,30199865,91.3,702987775,7718,4022,108.8,79602,367,437,20230225,2023-02
8,8,-2,OLD,20210684,두다다쿵: 후후섬의 비밀,2023-02-15,69603569,1.7,25654792,58.4,645013299,7322,2556,53.6,71172,364,461,20230225,2023-02
9,9,-2,OLD,20239913,바다 탐험대 옥토넛 육지수호 대작전 : 열대우림을 지켜라!,2023-02-23,64754300,1.6,22317000,52.6,150920800,7108,2375,50.2,16907,278,545,20230225,2023-02
10,10,-1,OLD,20225061,아바타: 물의 길,2022-12-14,82013949,2.0,44719380,119.9,137179619255,6818,3586,111.0,10766283,227,297,20230225,2023-02
1,1,0,OLD,20230209,앤트맨과 와스프: 퀀텀매니아,2023-02-15,943435250,26.5,-222041829,-19.1,13905524867,88326,-19233,-17.9,1312796,1123,4329,20230226,2023-02
2,2,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,679330640,19.0,-65102164,-8.7,36817694387,64960,-5760,-8.1,3578624,878,2752,20230226,2023-02
3,3,0,OLD,20193706,카운트,2023-02-22,564078852,15.8,-50041696,-8.1,2137135141,55985,-5087,-8.3,223351,926,3420,20230226,2023-02
4,4,0,OLD,20239573,서치 2,2023-02-22,490715180,13.8,-66119805,-11.9,1917991783,48057,-6142,-11.3,196971,850,3190,20230226,2023-02
5,5,0,OLD,20202026,마루이 비디오,2023-02-22,238374200,6.7,-10271400,-4.1,988603900,21949,-991,-4.3,98703,284,798,20230226,2023-02
6,6,0,OLD,20226270,스즈메의 문단속,2023-03-08,131090540,3.7,-4427820,-3.3,290419900,8909,42,0.5,19081,41,41,20230226,2023-02
7,7,1,OLD,20210684,두다다쿵: 후후섬의 비밀,2023-02-15,74060858,2.1,4457289,6.4,719074157,7835,513,7.0,79007,368,466,20230226,2023-02
8,8,1,OLD,20239913,바다 탐험대 옥토넛 육지수호 대작전 : 열대우림을 지켜라!,2023-02-23,62882700,1.8,-1871600,-2.9,213803500,6933,-175,-2.5,23840,284,539,20230226,2023-02
9,9,1,OLD,20225061,아바타: 물의 길,2022-12-14,78051932,2.2,-3962017,-4.8,137257671187,6557,-261,-3.8,10772840,220,285,20230226,2023-02
10,10,-3,OLD,20228966,어메이징 모리스,2023-02-15,53274953,1.5,-9997401,-15.8,756262728,5743,-1975,-25.6,85345,378,454,20230226,2023-02
1,1,0,OLD,20230209,앤트맨과 와스프: 퀀텀매니아,2023-02-15,290665831,20.5,-652769419,-69.2,14196190698,28499,-59827,-67.7,1341295,1032,3730,20230227,2023-02
2,2,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,278519320,19.7,-400811320,-59.0,37096213707,28370,-36590,-56.3,3606994,828,2601,20230227,2023-02
3,3,0,OLD,20193706,카운트,2023-02-22,216871288,15.3,-347207564,-61.6,2354006429,22728,-33257,-59.4,246079,841,3077,20230227,2023-02
4,4,0,OLD,20239573,서치 2,2023-02-22,189254090,13.4,-301461090,-61.4,2107245873,19404,-28653,-59.6,216375,782,2763,20230227,2023-02
