순번,순위,순위증감,신규진입,영화코드,영화명,개봉일,당일매출액,매출비율,매출증감,매출변화율,누적매출액,당일관객수,관객증감,관객변화율,누적관객수,상영관수,상영횟수,날짜,년월
5,5,0,OLD,20202026,마루이 비디오,2023-02-22,115505400,8.2,-122868800,-51.5,1104109300,11161,-10788,-49.2,109864,239,743,20230227,2023-02
6,6,1,OLD,20210684,두다다쿵: 후후섬의 비밀,2023-02-15,47348194,3.3,-26712664,-36.1,766422351,5369,-2466,-31.5,84376,284,350,20230227,2023-02
7,7,1,OLD,20239913,바다 탐험대 옥토넛 육지수호 대작전 : 열대우림을 지켜라!,2023-02-23,38306500,2.7,-24576200,-39.1,252110000,4416,-2517,-36.3,28256,224,395,20230227,2023-02
8,8,2,OLD,20228966,어메이징 모리스,2023-02-15,28838089,2.0,-24436864,-45.9,785100817,3360,-2383,-41.5,88705,276,318,20230227,2023-02
9,9,0,OLD,20225061,아바타: 물의 길,2022-12-14,31470201,2.2,-46581731,-59.7,137289141388,2818,-3739,-57.0,10775658,223,294,20230227,2023-02
10,10,0,NEW,20208962,대외비,2023-03-01,24591000,1.7,24591000,100.0,36376000,2575,2575,100.0,3796,9,9,20230227,2023-02
1,1,1,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,349094724,20.8,70575404,25.3,37445308431,36009,7639,26.9,3643003,824,2660,20230228,2023-02
2,2,-1,OLD,20230209,앤트맨과 와스프: 퀀텀매니아,2023-02-15,352554076,21.0,61888245,21.3,14548744774,35189,6690,23.5,1376484,1036,3837,20230228,2023-02
3,3,0,OLD,20193706,카운트,2023-02-22,251717896,15.0,34846608,16.1,2605724325,27279,4551,20.0,273358,868,3150,20230228,2023-02
4,4,0,OLD,20239573,서치 2,2023-02-22,235417829,14.0,46163739,24.4,2342663702,24769,5365,27.6,241144,810,2898,20230228,2023-02
5,5,0,OLD,20202026,마루이 비디오,2023-02-22,115903000,6.9,397600,0.3,1220012300,11693,532,4.8,121557,238,767,20230228,2023-02
6,6,0,OLD,20210684,두다다쿵: 후후섬의 비밀,2023-02-15,51380674,3.1,4032480,8.5,817803025,5905,536,10.0,90281,293,367,20230228,2023-02
7,7,0,OLD,20239913,바다 탐험대 옥토넛 육지수호 대작전 : 열대우림을 지켜라!,2023-02-23,38022400,2.3,-284100,-0.7,290132400,4334,-82,-1.9,32590,223,404,20230228,2023-02
8,8,0,OLD,20228966,어메이징 모리스,2023-02-15,33795485,2.0,4957396,17.2,818896302,3918,558,16.6,92623,296,338,20230228,2023-02
9,9,0,OLD,20225061,아바타: 물의 길,2022-12-14,37455655,2.2,5985454,19.0,137326597043,3453,635,22.5,10779111,212,278,20230228,2023-02
10,10,0,NEW,20197654,소울메이트,2023-03-15,30816000,1.8,30816000,100.0,30816000,3424,3424,100.0,3424,13,14,20230228,2023-02
1,1,0,NEW,20208962,대외비,2023-03-01,1870660015,29.7,1870660015,100.0,1907036015,188818,188818,100.0,192614,1054,4482,20230301,2023-03
2,2,-1,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,728888016,11.6,379793292,108.8,38174196447,70409,34400,95.5,3713412,689,2149,20230301,2023-03
3,3,-1,OLD,20230209,앤트맨과 와스프: 퀀텀매니아,2023-02-15,618644667,9.8,266090591,75.5,15167389441,57102,21913,62.3,1433586,719,2413,20230301,2023-03
4,4,0,NEW,20230495,아임 히어로 더 파이널,2023-03-01,1247230500,19.8,1247230500,100.0,1247230500,51972,51972,100.0,51972,146,634,20230301,2023-03
5,5,22,OLD,20227684,멍뭉이,2023-03-01,373426620,5.9,371698620,21510.3,390074620,39108,38916,20268.8,40740,593,1656,20230301,2023-03
6,6,-2,OLD,20239573,서치 2,2023-02-22,366486430,5.8,131068601,55.7,2709150132,35839,11070,44.7,276983,674,1612,20230301,2023-03
7,7,-4,OLD,20193706,카운트,2023-02-22,288902686,4.6,37184790,14.8,2894627011,28800,1521,5.6,302158,716,1768,20230301,2023-03
8,8,-3,OLD,20202026,마루이 비디오,2023-02-22,137181600,2.2,21278600,18.4,1357193900,12475,782,6.7,134032,233,518,20230301,2023-03
9,9,-3,OLD,20210684,두다다쿵: 후후섬의 비밀,2023-02-15,90252424,1.4,38871750,75.7,908055449,9786,3881,65.7,100067,291,355,20230301,2023-03
10,10,15,OLD,20230340,에브리씽 에브리웨어 올 앳 원스+,2023-03-01,88743920,1.4,86814920,4500.5,110302720,8432,8212,3732.7,10679,199,269,20230301,2023-03
1,1,0,NEW,20230533,"귀멸의 칼날: 상현집결, 그리고 도공 마을로",2023-03-02,817885200,34.9,817885200,100.0,817885200,64954,64954,100.0,64954,261,928,20230302,2023-03
2,2,-1,OLD,20208962,대외비,2023-03-01,434692768,18.6,-1435967247,-76.8,2341728783,47050,-141768,-75.1,239664,991,4024,20230302,2023-03
3,3,1,OLD,20230495,아임 히어로 더 파이널,2023-03-01,404761000,17.3,-842469500,-67.5,1651991500,16870,-35102,-67.5,68842,132,555,20230302,2023-03
4,4,-2,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,144886938,6.2,-584001078,-80.1,38319083385,14190,-56219,-79.8,3727602,612,1799,20230302,2023-03
5,5,1,OLD,20239573,서치 2,2023-02-22,94941564,4.1,-271544866,-74.1,2804091696,11070,-24769,-69.1,288053,596,1274,20230302,2023-03
6,6,-3,OLD,20230209,앤트맨과 와스프: 퀀텀매니아,2023-02-15,96689601,4.1,-521955066,-84.4,15264079042,10943,-46159,-80.8,1444529,598,1668,20230302,2023-03
7,7,0,OLD,20193706,카운트,2023-02-22,66927625,2.9,-221975061,-76.8,2961554636,8421,-20379,-70.8,310579,615,1297,20230302,2023-03
8,8,-3,OLD,20227684,멍뭉이,2023-03-01,66308812,2.8,-307117808,-82.2,456383432,7600,-31508,-80.6,48340,533,1269,20230302,2023-03
9,9,0,OLD,20210684,두다다쿵: 후후섬의 비밀,2023-02-15,24979000,1.1,-65273424,-72.3,933034449,3988,-5798,-59.2,104055,188,210,20230302,2023-03
10,10,-2,OLD,20202026,마루이 비디오,2023-02-22,32385000,1.4,-104796600,-76.4,1389578900,3034,-9441,-75.7,137066,211,384,20230302,2023-03
1,1,0,OLD,20230533,"귀멸의 칼날: 상현집결, 그리고 도공 마을로",2023-03-02,691879000,30.0,-126006200,-15.4,1509764200,52454,-12500,-19.2,117408,303,1018,20230303,2023-03
2,2,0,OLD,20208962,대외비,2023-03-01,484011366,21.0,49318598,11.3,2825740149,48817,1767,3.8,288481,1029,4217,20230303,2023-03
3,3,1,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,199834536,8.7,54947598,37.9,38518917921,18751,4561,32.1,3746353,648,1968,20230303,2023-03
4,4,-1,OLD,20230495,아임 히어로 더 파이널,2023-03-01,338848500,14.7,-65912500,-16.3,1990840000,14121,-2749,-16.3,82963,136,572,20230303,2023-03
5,5,1,OLD,20230209,앤트맨과 와스프: 퀀텀매니아,2023-02-15,126410406,5.5,29720805,30.7,15390489448,13394,2451,22.4,1457923,622,1766,20230303,2023-03
6,6,-1,OLD,20239573,서치 2,2023-02-22,122825444,5.3,27883880,29.4,2926917140,12656,1586,14.3,300709,613,1378,20230303,2023-03
7,7,0,OLD,20193706,카운트,2023-02-22,85035750,3.7,18108125,27.1,3046590386,10098,1677,19.9,320677,631,1344,20230303,2023-03
8,8,0,OLD,20227684,멍뭉이,2023-03-01,75373740,3.3,9064928,13.7,531757172,8149,549,7.2,56489,549,1301,20230303,2023-03
9,9,1,OLD,20202026,마루이 비디오,2023-02-22,32050700,1.4,-334300,-1.0,1421629600,2825,-209,-6.9,139891,192,376,20230303,2023-03
10,10,1,OLD,20230523,더 웨일,2023-03-01,24205785,1.1,2405809,11.0,134559287,2438,73,3.1,13871,187,247,20230303,2023-03
1,1,1,OLD,20208962,대외비,2023-03-01,1126287455,20.7,642276089,132.7,3952027604,111645,62828,128.7,400126,1157,4674,20230304,2023-03
2,2,-1,OLD,20230533,"귀멸의 칼날: 상현집결, 그리고 도공 마을로",2023-03-02,1261726300,23.2,569847300,82.4,2771490500,98957,46503,88.7,216365,380,1175,20230304,2023-03
3,3,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,540704828,9.9,340870292,170.6,39059622749,50478,31727,169.2,3796831,722,2158,20230304,2023-03
4,4,0,OLD,20230495,아임 히어로 더 파이널,2023-03-01,798978000,14.7,460129500,135.8,2789818000,32151,18030,127.7,115114,137,578,20230304,2023-03
5,5,0,OLD,20230209,앤트맨과 와스프: 퀀텀매니아,2023-02-15,306968190,5.6,180557784,142.8,15697457638,29628,16234,121.2,1487551,694,1967,20230304,2023-03
6,6,0,OLD,20239573,서치 2,2023-02-22,306282083,5.6,183456639,149.4,3233199223,29613,16957,134.0,330322,660,1457,20230304,2023-03
7,7,1,OLD,20227684,멍뭉이,2023-03-01,266169864,4.9,190796124,253.1,797927036,27224,19075,234.1,83713,649,1598,20230304,2023-03
8,8,-1,OLD,20193706,카운트,2023-02-22,178983480,3.3,93947730,110.5,3225573866,18105,8007,79.3,338782,668,1430,20230304,2023-03
9,9,0,NEW,20226270,스즈메의 문단속,2023-03-08,198283912,3.6,198283912,100.0,540500812,16527,16527,100.0,41141,214,214,20230304,2023-03
10,10,-1,OLD,20202026,마루이 비디오,2023-02-22,79809100,1.5,47758400,149.0,1501438700,7081,4256,150.7,146972,216,433,20230304,2023-03
1,1,0,OLD,20208962,대외비,2023-03-01,982174526,22.1,-144112929,-12.8,4934202130,96582,-15063,-13.5,496708,1138,4503,20230305,2023-03
2,2,0,OLD,20230533,"귀멸의 칼날: 상현집결, 그리고 도공 마을로",2023-03-02,1041077500,23.5,-220648800,-17.5,3812568000,83535,-15422,-15.6,299900,410,1252,20230305,2023-03
3,3,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,482954136,10.9,-57750692,-10.7,39542576885,45578,-4900,-9.7,3842409,720,2095,20230305,2023-03
4,4,3,OLD,20227684,멍뭉이,2023-03-01,227853445,5.1,-38316419,-14.4,1025780481,23417,-3807,-14.0,107130,640,1515,20230305,2023-03
5,5,1,OLD,20239573,서치 2,2023-02-22,236818445,5.3,-69463638,-22.7,3470017668,22927,-6686,-22.6,353249,647,1386,20230305,2023-03
6,6,-1,OLD,20230209,앤트맨과 와스프: 퀀텀매니아,2023-02-15,232314753,5.2,-74653437,-24.3,15929772391,22373,-7255,-24.5,1509924,667,1859,20230305,2023-03
7,7,-3,OLD,20230495,아임 히어로 더 파이널,2023-03-01,467998000,10.5,-330980000,-41.4,3257816000,19506,-12645,-39.3,134620,132,547,20230305,2023-03
8,8,1,OLD,20226270,스즈메의 문단속,2023-03-08,206586538,4.7,8302626,4.2,747087350,17544,1017,6.2,58685,214,214,20230305,2023-03
9,9,-1,OLD,20193706,카운트,2023-02-22,157691847,3.6,-21291633,-11.9,3383265713,16110,-1995,-11.0,354892,672,1376,20230305,2023-03
10,10,0,OLD,20202026,마루이 비디오,2023-02-22,72703800,1.6,-7105300,-8.9,1574142500,6550,-531,-7.5,153522,201,401,20230305,2023-03
1,1,0,OLD,20208962,대외비,2023-03-01,286930028,22.6,-695244498,-70.8,5221132158,30105,-66477,-68.8,526813,1012,3846,20230306,2023-03
2,2,0,OLD,20230533,"귀멸의 칼날: 상현집결, 그리고 도공 마을로",2023-03-02,281838700,22.2,-759238800,-72.9,4094406700,22595,-60940,-73.0,322495,309,1071,20230306,2023-03
3,3,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,146856905,11.6,-336097231,-69.6,39689433790,14362,-31216,-68.5,3856771,641,1899,20230306,2023-03
4,4,3,OLD,20230495,아임 히어로 더 파이널,2023-03-01,225851500,17.8,-242146500,-51.7,3483667500,9413,-10093,-51.7,144033,133,516,20230306,2023-03
5,5,0,OLD,20239573,서치 2,2023-02-22,62098246,4.9,-174720199,-73.8,3532115914,6278,-16649,-72.6,359527,561,1152,20230306,2023-03
6,6,0,OLD,20230209,앤트맨과 와스프: 퀀텀매니아,2023-02-15,55101839,4.3,-177212914,-76.3,15984874230,5655,-16718,-74.7,1515579,540,1373,20230306,2023-03
7,7,2,OLD,20193706,카운트,2023-02-22,44478373,3.5,-113213474,-71.8,3427744086,4833,-11277,-70.0,359725,554,1081,20230306,2023-03
8,8,-4,OLD,20227684,멍뭉이,2023-03-01,42583765,3.4,-185269680,-81.3,1068364246,4814,-18603,-79.4,111944,501,1062,20230306,2023-03
9,9,4,OLD,20230523,더 웨일,2023-03-01,17720696,1.4,-19161950,-52.0,241477904,1877,-1723,-47.9,24459,188,239,20230306,2023-03
10,10,2,OLD,20230340,에브리씽 에브리웨어 올 앳 원스+,2023-03-01,16480188,1.3,-25114737,-60.4,261668303,1624,-2195,-57.5,24951,170,227,20230306,2023-03
1,1,0,OLD,20208962,대외비,2023-03-01,248734883,20.8,-38195145,-13.3,5469867041,26733,-3372,-11.2,553546,1025,3738,20230307,2023-03
2,2,0,OLD,20230533,"귀멸의 칼날: 상현집결, 그리고 도공 마을로",2023-03-02,216700000,18.2,-65138700,-23.1,4311106700,17181,-5414,-24.0,339676,316,1071,20230307,2023-03
3,3,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,137981200,11.6,-8875705,-6.0,39827414990,13537,-825,-5.7,3870308,636,1856,20230307,2023-03
4,4,0,OLD,20230495,아임 히어로 더 파이널,2023-03-01,214543000,18.0,-11308500,-5.0,3698210500,8941,-472,-5.0,152974,132,504,20230307,2023-03
5,5,0,OLD,20239573,서치 2,2023-02-22,60298042,5.1,-1800204,-2.9,3592413956,6268,-10,-0.2,365795,564,1153,20230307,2023-03
6,6,1,OLD,20193706,카운트,2023-02-22,51462872,4.3,6984499,15.7,3479206958,5713,880,18.2,365438,556,1083,20230307,2023-03
7,7,1,OLD,20227684,멍뭉이,2023-03-01,48206769,4.0,5623004,13.2,1116571015,5691,877,18.2,117635,519,1085,20230307,2023-03
8,8,-2,OLD,20230209,앤트맨과 와스프: 퀀텀매니아,2023-02-15,44027012,3.7,-11074827,-20.1,16028901242,4437,-1218,-21.5,1520016,530,1276,20230307,2023-03
9,9,0,NEW,20197654,소울메이트,2023-03-15,29653000,2.5,29653000,100.0,63717000,3285,3285,100.0,7115,19,19,20230307,2023-03
10,10,-1,OLD,20230523,더 웨일,2023-03-01,19829251,1.7,2108555,11.9,261307155,2121,244,13.0,26580,187,243,20230307,2023-03
1,1,12,OLD,20226270,스즈메의 문단속,2023-03-08,1475390327,57.4,1464256727,13151.7,2233611277,143507,142632,16300.8,203067,1268,5072,20230308,2023-03
2,2,1,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,252044375,9.8,114063175,82.7,40079459365,24863,11326,83.7,3895171,567,1450,20230308,2023-03
3,3,-2,OLD,20208962,대외비,2023-03-01,198479217,7.7,-50255666,-20.2,5668346258,20915,-5818,-21.8,574461,760,2533,20230308,2023-03
4,4,-2,OLD,20230533,"귀멸의 칼날: 상현집결, 그리고 도공 마을로",2023-03-02,154753400,6.0,-61946600,-28.6,4465860100,13319,-3862,-22.5,352995,316,923,20230308,2023-03
5,5,-1,OLD,20230495,아임 히어로 더 파이널,2023-03-01,169568500,6.6,-44974500,-21.0,3867779000,7066,-1875,-21.0,160040,77,288,20230308,2023-03
6,6,17,OLD,20230200,똑똑똑,2023-03-08,63719637,2.5,59383637,1369.5,69855637,6713,6391,1984.8,7235,472,1248,20230308,2023-03
7,7,-2,OLD,20239573,서치 2,2023-02-22,33511956,1.3,-26786086,-44.4,3625925912,3474,-2794,-44.6,369269,384,573,20230308,2023-03
8,8,0,OLD,20230209,앤트맨과 와스프: 퀀텀매니아,2023-02-15,30900277,1.2,-13126735,-29.8,16059801519,3152,-1285,-29.0,1523168,388,617,20230308,2023-03
9,9,-2,OLD,20227684,멍뭉이,2023-03-01,22599878,0.9,-25606891,-53.1,1139170893,2519,-3172,-55.7,120154,354,515,20230308,2023-03
10,10,-1,OLD,20197654,소울메이트,2023-03-15,22608000,0.9,-7045000,-23.8,86325000,2512,-773,-23.5,9627,12,12,20230308,2023-03
1,1,0,OLD,20226270,스즈메의 문단속,2023-03-08,796928233,50.5,-678462094,-46.0,3030539510,75182,-68325,-47.6,278249,1270,4980,20230309,2023-03
2,2,1,OLD,20208962,대외비,2023-03-01,162016069,10.3,-36463148,-18.4,5830362327,16953,-3962,-18.9,591414,742,2465,20230309,2023-03
3,3,-1,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,121736694,7.7,-130307681,-51.7,40201196059,12081,-12782,-51.4,3907252,580,1448,20230309,2023-03
4,4,0,OLD,20230533,"귀멸의 칼날: 상현집결, 그리고 도공 마을로",2023-03-02,113396500,7.2,-41356900,-26.7,4579256600,10059,-3260,-24.5,363054,306,919,20230309,2023-03
5,5,0,OLD,20230495,아임 히어로 더 파이널,2023-03-01,127088500,8.1,-42480000,-25.1,3994867500,5296,-1770,-25.0,165336,73,283,20230309,2023-03
6,6,4,OLD,20197654,소울메이트,2023-03-15,35703000,2.3,13095000,57.9,122028000,3967,1455,57.9,13594,22,22,20230309,2023-03
7,7,-1,OLD,20230200,똑똑똑,2023-03-08,32555643,2.1,-31163994,-48.9,102411280,3457,-3256,-48.5,10692,420,951,20230309,2023-03
8,8,-1,OLD,20239573,서치 2,2023-02-22,31493264,2.0,-2018692,-6.0,3657419176,3204,-270,-7.8,372473,383,579,20230309,2023-03
9,9,-1,OLD,20230209,앤트맨과 와스프: 퀀텀매니아,2023-02-15,22483782,1.4,-8416495,-27.2,16082285301,2339,-813,-25.8,1525507,382,603,20230309,2023-03
10,10,-1,OLD,20227684,멍뭉이,2023-03-01,20404488,1.3,-2195390,-9.7,1159575381,2275,-244,-9.7,122429,355,511,20230309,2023-03
1,1,0,OLD,20226270,스즈메의 문단속,2023-03-08,1280606792,58.0,483678559,60.7,4311146302,116272,41090,54.7,394521,1330,5438,20230310,2023-03
2,2,0,OLD,20208962,대외비,2023-03-01,180177177,8.2,18161108,11.2,6010539504,18341,1388,8.2,609755,798,2560,20230310,2023-03
3,3,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,174188926,7.9,52452232,43.1,40375384985,16557,4476,37.0,3923809,603,1550,20230310,2023-03
4,4,0,OLD,20230533,"귀멸의 칼날: 상현집결, 그리고 도공 마을로",2023-03-02,172135800,7.8,58739300,51.8,4751392400,14627,4568,45.4,377681,306,973,20230310,2023-03
5,5,0,OLD,20230495,아임 히어로 더 파이널,2023-03-01,118048000,5.3,-9040500,-7.1,4112915500,4919,-377,-7.1,170255,72,286,20230310,2023-03
6,6,2,OLD,20239573,서치 2,2023-02-22,42372447,1.9,10879183,34.5,3699791623,4392,1188,37.1,376865,410,602,20230310,2023-03
7,7,2,OLD,20230209,앤트맨과 와스프: 퀀텀매니아,2023-02-15,33833963,1.5,11350181,50.5,16116119264,3467,1128,48.2,1528974,414,641,20230310,2023-03
8,8,2,OLD,20227684,멍뭉이,2023-03-01,28262061,1.3,7857573,38.5,1187837442,3079,804,35.3,125508,368,559,20230310,2023-03
9,9,-2,OLD,20230200,똑똑똑,2023-03-08,29963289,1.4,-2592354,-8.0,132374569,3005,-452,-13.1,13697,411,854,20230310,2023-03
10,10,1,OLD,20193706,카운트,2023-02-22,21802986,1.0,2501501,13.0,3543879521,2281,104,4.8,372341,350,500,20230310,2023-03
1,1,0,OLD,20226270,스즈메의 문단속,2023-03-08,3278481617,60.4,1997874825,156.0,7589627919,305340,189068,162.6,699861,1480,6323,20230311,2023-03
2,2,1,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,465189965,8.6,291001039,167.1,40840574950,44049,27492,166.0,3967858,706,1858,20230311,2023-03
3,3,-1,OLD,20208962,대외비,2023-03-01,401977079,7.4,221799902,123.1,6412516583,39234,20893,113.9,648989,771,2669,20230311,2023-03
4,4,0,OLD,20230533,"귀멸의 칼날: 상현집결, 그리고 도공 마을로",2023-03-02,425462600,7.8,253326800,147.2,5176855000,36358,21731,148.6,414039,331,1096,20230311,2023-03
5,5,3,OLD,20227684,멍뭉이,2023-03-01,98721920,1.8,70459859,249.3,1286559362,10311,7232,234.9,135819,448,727,20230311,2023-03
6,6,0,OLD,20239573,서치 2,2023-02-22,100397802,1.8,58025355,136.9,3800189425,9694,5302,120.7,386559,450,681,20230311,2023-03
7,7,-2,OLD,20230495,아임 히어로 더 파이널,2023-03-01,201068500,3.7,83020500,70.3,4313984000,8381,3462,70.4,178636,78,290,20230311,2023-03
8,8,-1,OLD,20230209,앤트맨과 와스프: 퀀텀매니아,2023-02-15,74500433,1.4,40666470,120.2,16190619697,7020,3553,102.5,1535994,437,690,20230311,2023-03
9,9,1,OLD,20193706,카운트,2023-02-22,44672666,0.8,22869680,104.9,3588552187,4406,2125,93.2,376747,382,535,20230311,2023-03
10,10,-1,OLD,20230200,똑똑똑,2023-03-08,43867168,0.8,13903879,46.4,176241737,4267,1262,42.0,17964,457,913,20230311,2023-03
1,1,0,OLD,20226270,스즈메의 문단속,2023-03-08,2894594153,60.2,-383887464,-11.7,10484222072,272615,-32725,-10.7,972476,1486,6150,20230312,2023-03
2,2,1,OLD,20208962,대외비,2023-03-01,406744691,8.5,4767612,1.2,6819261274,39468,234,0.6,688457,765,2616,20230312,2023-03
3,3,-1,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,405838463,8.4,-59351502,-12.8,41246413413,38986,-5063,-11.5,4006844,690,1786,20230312,2023-03
4,4,0,OLD,20230533,"귀멸의 칼날: 상현집결, 그리고 도공 마을로",2023-03-02,316000100,6.6,-109462500,-25.7,5492855100,27800,-8558,-23.5,441839,322,1067,20230312,2023-03
5,5,0,OLD,20227684,멍뭉이,2023-03-01,113097522,2.4,14375602,14.6,1399656884,11791,1480,14.4,147610,460,719,20230312,2023-03
6,6,0,OLD,20239573,서치 2,2023-02-22,92436209,1.9,-7961593,-7.9,3892625634,8941,-753,-7.8,395500,424,659,20230312,2023-03
7,7,1,OLD,20230209,앤트맨과 와스프: 퀀텀매니아,2023-02-15,68999933,1.4,-5500500,-7.4,16259619630,6588,-432,-6.2,1542582,415,651,20230312,2023-03
8,8,-1,OLD,20230495,아임 히어로 더 파이널,2023-03-01,153397000,3.2,-47671500,-23.7,4467381000,6394,-1987,-23.7,185030,74,283,20230312,2023-03
9,9,0,OLD,20193706,카운트,2023-02-22,54476459,1.1,9803793,21.9,3643028646,5346,940,21.3,382093,397,541,20230312,2023-03
10,10,0,OLD,20230200,똑똑똑,2023-03-08,38634690,0.8,-5232478,-11.9,214876427,3722,-545,-12.8,21686,435,804,20230312,2023-03
1,1,0,OLD,20226270,스즈메의 문단속,2023-03-08,681704607,56.5,-2212889546,-76.4,11165926679,64181,-208434,-76.5,1036657,1317,5196,20230313,2023-03
2,2,1,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,112594809,9.3,-293243654,-72.3,41359008222,10925,-28061,-72.0,4017769,638,1588,20230313,2023-03
3,3,-1,OLD,20208962,대외비,2023-03-01,99041175,8.2,-307703516,-75.7,6918302449,10226,-29242,-74.1,698683,685,2043,20230313,2023-03
4,4,0,OLD,20230533,"귀멸의 칼날: 상현집결, 그리고 도공 마을로",2023-03-02,74503100,6.2,-241497000,-76.4,5567358200,6612,-21188,-76.2,448451,277,880,20230313,2023-03
5,5,3,OLD,20230495,아임 히어로 더 파이널,2023-03-01,69951000,5.8,-83446000,-54.4,4537332000,2918,-3476,-54.4,187948,70,259,20230313,2023-03
6,6,0,OLD,20239573,서치 2,2023-02-22,21080475,1.7,-71355734,-77.2,3913706109,2126,-6815,-76.2,397626,345,494,20230313,2023-03
7,7,-2,OLD,20227684,멍뭉이,2023-03-01,17979193,1.5,-95118329,-84.1,1417636077,1927,-9864,-83.7,149537,308,456,20230313,2023-03
